model,training,eval_lang,step,pred_langs,emb_cos_sim,eval_lang_encoded,script,family,script_lr,training_script_lr,arb_Arab,cmn_Hani,deu_Latn,guj_Gujr,heb_Hebr,hin_Deva,jpn_Jpan,kaz_Cyrl,mon_Cyrl,pan_Guru,tur_Latn,urd_Arab,step_Base,step_Step1,step_Step50+sbeam8
hin_guj,"['hin_Deva', 'guj_Gujr']",sin_Sinh,Base,"{'guj_Gujr': 0.79, 'eng_Latn': 0.06, 'hin_Deva': 0.13}",0.923975706100464,16,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",pan_Guru,Base,"{'guj_Gujr': 0.62, 'hin_Deva': 0.34}",0.9324052333831788,15,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",tur_Latn,Base,"{'hin_Deva': 0.12, 'eng_Latn': 0.17, 'tur_Latn': 0.15}",0.8553341031074524,17,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",kaz_Cyrl,Base,"{'guj_Gujr': 0.81, 'eng_Latn': 0.06}",0.8968825936317444,10,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",cmn_Hani,Base,"{'cmn_Hani': 0.67, 'hin_Deva': 0.23}",0.8667217493057251,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",jpn_Jpan,Base,"{'hin_Deva': 0.74, 'eng_Latn': 0.14}",0.8388362526893616,9,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",kor_Hang,Base,"{'eng_Latn': 0.16, 'hin_Deva': 0.77}",0.9009177088737488,11,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",mon_Cyrl,Base,{'guj_Gujr': 0.96},0.910183846950531,14,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",hun_Latn,Base,"{'guj_Gujr': 0.15, 'eng_Latn': 0.21, 'deu_Latn': 0.11}",0.8790318369865417,8,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",mhr_Cyrl,Base,"{'guj_Gujr': 0.79, 'hin_Deva': 0.07}",0.8636174201965332,12,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
hin_guj,"['hin_Deva', 'guj_Gujr']",fin_Latn,Base,"{'eng_Latn': 0.3, 'deu_Latn': 0.07, 'fin_Latn': 0.14, 'hin_Deva': 0.07}",0.8474990129470825,4,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",deu_Latn,Step50+sbeam8,{'deu_Latn': 0.97},0.929986298084259,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",ydd_Hebr,Step50+sbeam8,"{'kaz_Cyrl': 0.85, 'tur_Latn': 0.08}",0.8469785451889038,19,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",heb_Hebr,Step50+sbeam8,{'tur_Latn': 0.92},0.8919177055358887,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",arb_Arab,Step50+sbeam8,"{'arb_Arab': 0.27, 'tur_Latn': 0.64, 'eng_Latn': 0.06}",0.8986073136329651,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",amh_Ethi,Step50+sbeam8,"{'kaz_Cyrl': 0.41, 'tur_Latn': 0.52}",0.8645073771476746,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",mlt_Latn,Step50+sbeam8,"{'tur_Latn': 0.72, 'eng_Latn': 0.11}",0.9161439538002014,13,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",hin_Deva,Step50+sbeam8,"{'eng_Latn': 0.26, 'tur_Latn': 0.55, 'kaz_Cyrl': 0.14}",0.8482033014297485,7,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",urd_Arab,Step50+sbeam8,"{'tur_Latn': 0.68, 'kaz_Cyrl': 0.21}",0.8498919010162354,18,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",guj_Gujr,Step1,"{'kaz_Cyrl': 0.86, 'tur_Latn': 0.08}",0.914343237876892,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,1.0,0.0
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",sin_Sinh,Step50+sbeam8,"{'kaz_Cyrl': 0.74, 'tur_Latn': 0.2}",0.9117329120635986,16,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",pan_Guru,Step50+sbeam8,"{'kaz_Cyrl': 0.68, 'tur_Latn': 0.2}",0.8700138330459595,15,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",tur_Latn,Step50+sbeam8,{'tur_Latn': 0.99},0.9683088064193726,17,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",kaz_Cyrl,Step50+sbeam8,{'kaz_Cyrl': 1.0},0.9815095067024232,10,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",cmn_Hani,Step50+sbeam8,"{'eng_Latn': 0.12, 'tur_Latn': 0.58, 'kaz_Cyrl': 0.2}",0.804122805595398,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",jpn_Jpan,Step50+sbeam8,{'tur_Latn': 0.79},0.8430196046829224,9,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",kor_Hang,Step50+sbeam8,"{'eng_Latn': 0.07, 'tur_Latn': 0.87}",0.9313202500343324,11,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",mon_Cyrl,Step50+sbeam8,{'kaz_Cyrl': 0.95},0.9553731679916382,14,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",hun_Latn,Step50+sbeam8,"{'tur_Latn': 0.51, 'kaz_Cyrl': 0.15, 'hun_Latn': 0.18}",0.9227583408355712,8,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",mhr_Cyrl,Step50+sbeam8,{'kaz_Cyrl': 0.9},0.8908838629722595,12,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",fin_Latn,Step50+sbeam8,"{'tur_Latn': 0.82, 'fin_Latn': 0.11}",0.887298583984375,4,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
tur_guj,"['tur_Latn', 'guj_Gujr']",deu_Latn,Step50+sbeam8,"{'deu_Latn': 0.89, 'tur_Latn': 0.08}",0.9485607147216796,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
tur_guj,"['tur_Latn', 'guj_Gujr']",ydd_Hebr,Step50+sbeam8,{'guj_Gujr': 0.92},0.9228360652923584,19,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
tur_guj,"['tur_Latn', 'guj_Gujr']",heb_Hebr,Step50+sbeam8,{'tur_Latn': 0.92},0.8894327878952026,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
tur_guj,"['tur_Latn', 'guj_Gujr']",arb_Arab,Step50+sbeam8,"{'tur_Latn': 0.81, 'eng_Latn': 0.07, 'guj_Gujr': 0.09}",0.8777481317520142,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
tur_guj,"['tur_Latn', 'guj_Gujr']",amh_Ethi,Step50+sbeam8,"{'guj_Gujr': 0.87, 'tur_Latn': 0.08}",0.8519910573959351,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
tur_guj,"['tur_Latn', 'guj_Gujr']",mlt_Latn,Step50+sbeam8,"{'eng_Latn': 0.27, 'tur_Latn': 0.5}",0.9020161628723145,13,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
tur_guj,"['tur_Latn', 'guj_Gujr']",hin_Deva,Step50+sbeam8,"{'guj_Gujr': 0.76, 'eng_Latn': 0.22}",0.93418687582016,7,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
tur_guj,"['tur_Latn', 'guj_Gujr']",urd_Arab,Step50+sbeam8,"{'guj_Gujr': 0.88, 'tur_Latn': 0.07}",0.9162660241127014,18,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
tur_guj,"['tur_Latn', 'guj_Gujr']",guj_Gujr,Step50+sbeam8,{'guj_Gujr': 0.99},0.9892126321792604,5,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
tur_guj,"['tur_Latn', 'guj_Gujr']",sin_Sinh,Step50+sbeam8,{'guj_Gujr': 0.99},0.9366812705993652,16,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
tur_guj,"['tur_Latn', 'guj_Gujr']",pan_Guru,Step50+sbeam8,{'guj_Gujr': 0.99},0.9288897514343262,15,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
tur_guj,"['tur_Latn', 'guj_Gujr']",tur_Latn,Step50+sbeam8,{'tur_Latn': 0.99},0.9592701196670532,17,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
tur_guj,"['tur_Latn', 'guj_Gujr']",kaz_Cyrl,Step50+sbeam8,"{'tur_Latn': 0.72, 'guj_Gujr': 0.26}",0.8772497177124023,10,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
tur_guj,"['tur_Latn', 'guj_Gujr']",cmn_Hani,Step50+sbeam8,"{'tur_Latn': 0.32, 'eng_Latn': 0.14, 'guj_Gujr': 0.44}",0.8535017967224121,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
tur_guj,"['tur_Latn', 'guj_Gujr']",jpn_Jpan,Step50+sbeam8,"{'tur_Latn': 0.73, 'guj_Gujr': 0.16, 'eng_Latn': 0.06}",0.8789825439453125,9,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
tur_guj,"['tur_Latn', 'guj_Gujr']",kor_Hang,Step1,{'tur_Latn': 0.93},0.8657673001289368,11,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0
tur_guj,"['tur_Latn', 'guj_Gujr']",mon_Cyrl,Base,"{'guj_Gujr': 0.55, 'tur_Latn': 0.39}",0.8966662287712097,14,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.0,0.0
tur_guj,"['tur_Latn', 'guj_Gujr']",hun_Latn,Base,{'tur_Latn': 0.83},0.9010167121887208,8,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.0,0.0
tur_guj,"['tur_Latn', 'guj_Gujr']",mhr_Cyrl,Base,{'tur_Latn': 0.96},0.8901631832122803,12,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.0,0.0
tur_guj,"['tur_Latn', 'guj_Gujr']",fin_Latn,Base,{'tur_Latn': 0.91},0.9052780866622924,4,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.0,0.0
heb_Hebr,['heb_Hebr'],deu_Latn,Base,"{'deu_Latn': 0.3, 'heb_Hebr': 0.59, 'eng_Latn': 0.07}",0.8745170831680298,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
heb_Hebr,['heb_Hebr'],ydd_Hebr,Base,{'heb_Hebr': 0.97},0.9359233379364014,19,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
heb_Hebr,['heb_Hebr'],heb_Hebr,Base,{'heb_Hebr': 1.0},0.964623212814331,6,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
heb_Hebr,['heb_Hebr'],arb_Arab,Base,"{'heb_Hebr': 0.93, 'eng_Latn': 0.06}",0.8810455799102783,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
heb_Hebr,['heb_Hebr'],amh_Ethi,Base,{'heb_Hebr': 0.93},0.8683450818061829,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
heb_Hebr,['heb_Hebr'],mlt_Latn,Base,"{'eng_Latn': 0.4, 'heb_Hebr': 0.34}",0.8883535265922546,13,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
heb_Hebr,['heb_Hebr'],hin_Deva,Base,"{'eng_Latn': 0.24, 'heb_Hebr': 0.71}",0.8697034120559692,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
heb_Hebr,['heb_Hebr'],urd_Arab,Base,"{'heb_Hebr': 0.92, 'eng_Latn': 0.06}",0.8950209021568298,18,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
heb_Hebr,['heb_Hebr'],guj_Gujr,Base,{'heb_Hebr': 0.95},0.892587423324585,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
heb_Hebr,['heb_Hebr'],sin_Sinh,Base,{'heb_Hebr': 0.94},0.8785845637321472,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
heb_Hebr,['heb_Hebr'],pan_Guru,Base,{'heb_Hebr': 0.98},0.8744312524795532,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
heb_Hebr,['heb_Hebr'],tur_Latn,Base,"{'heb_Hebr': 0.7, 'eng_Latn': 0.15}",0.8703505396842957,17,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
heb_Hebr,['heb_Hebr'],kaz_Cyrl,Base,{'heb_Hebr': 0.9},0.882125735282898,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
heb_Hebr,['heb_Hebr'],cmn_Hani,Base,{'heb_Hebr': 0.86},0.8385293483734131,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
heb_Hebr,['heb_Hebr'],jpn_Jpan,Base,{'heb_Hebr': 0.86},0.8730247616767883,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
heb_Hebr,['heb_Hebr'],kor_Hang,Base,{'heb_Hebr': 0.91},0.918406069278717,11,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
heb_Hebr,['heb_Hebr'],mon_Cyrl,Base,"{'heb_Hebr': 0.85, 'eng_Latn': 0.09}",0.893692135810852,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
heb_Hebr,['heb_Hebr'],hun_Latn,Base,{'heb_Hebr': 0.77},0.8897846937179565,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
heb_Hebr,['heb_Hebr'],mhr_Cyrl,Base,{'heb_Hebr': 0.82},0.855231523513794,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
heb_Hebr,['heb_Hebr'],fin_Latn,Base,"{'heb_Hebr': 0.74, 'eng_Latn': 0.15}",0.8801410794258118,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
tur_hin,"['tur_Latn', 'hin_Deva']",deu_Latn,Step50+sbeam8,{'deu_Latn': 0.94},0.9430407285690308,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,1.0
tur_hin,"['tur_Latn', 'hin_Deva']",ydd_Hebr,Step50+sbeam8,"{'hin_Deva': 0.7, 'eng_Latn': 0.12, 'tur_Latn': 0.07}",0.8534597754478455,19,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,1.0
tur_hin,"['tur_Latn', 'hin_Deva']",heb_Hebr,Step50+sbeam8,"{'tur_Latn': 0.37, 'hin_Deva': 0.52, 'eng_Latn': 0.08}",0.9153715372085572,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,1.0
tur_hin,"['tur_Latn', 'hin_Deva']",arb_Arab,Step50+sbeam8,"{'tur_Latn': 0.22, 'eng_Latn': 0.56, 'hin_Deva': 0.14}",0.8435003757476807,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,1.0
tur_hin,"['tur_Latn', 'hin_Deva']",amh_Ethi,Step50+sbeam8,"{'hin_Deva': 0.52, 'tur_Latn': 0.25, 'eng_Latn': 0.14}",0.8080177903175354,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,1.0
tur_hin,"['tur_Latn', 'hin_Deva']",mlt_Latn,Step1,"{'tur_Latn': 0.6, 'eng_Latn': 0.19}",0.9064995646476746,13,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0
tur_hin,"['tur_Latn', 'hin_Deva']",hin_Deva,Step1,"{'hin_Deva': 0.74, 'eng_Latn': 0.23}",0.9742687940597534,7,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0
tur_hin,"['tur_Latn', 'hin_Deva']",urd_Arab,Step1,"{'hin_Deva': 0.89, 'eng_Latn': 0.06}",0.8954830765724182,18,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0
tur_hin,"['tur_Latn', 'hin_Deva']",guj_Gujr,Step1,{'hin_Deva': 0.96},0.9141739010810852,5,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0
tur_hin,"['tur_Latn', 'hin_Deva']",sin_Sinh,Step1,"{'hin_Deva': 0.9, 'eng_Latn': 0.06}",0.8966716527938843,16,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0
tur_hin,"['tur_Latn', 'hin_Deva']",pan_Guru,Step1,{'hin_Deva': 0.98},0.8770855665206909,15,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0
tur_hin,"['tur_Latn', 'hin_Deva']",tur_Latn,Step1,{'tur_Latn': 0.99},0.9737738370895386,17,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0
tur_hin,"['tur_Latn', 'hin_Deva']",kaz_Cyrl,Step1,"{'tur_Latn': 0.9, 'hin_Deva': 0.06}",0.8747073411941528,10,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0
tur_hin,"['tur_Latn', 'hin_Deva']",cmn_Hani,Step1,"{'hin_Deva': 0.46, 'cmn_Hani': 0.41}",0.8040910959243774,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0
tur_hin,"['tur_Latn', 'hin_Deva']",jpn_Jpan,Step1,"{'tur_Latn': 0.27, 'hin_Deva': 0.6, 'eng_Latn': 0.08}",0.8650195598602295,9,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0
tur_hin,"['tur_Latn', 'hin_Deva']",kor_Hang,Step1,"{'eng_Latn': 0.07, 'tur_Latn': 0.67, 'hin_Deva': 0.21}",0.8972665071487427,11,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0
tur_hin,"['tur_Latn', 'hin_Deva']",mon_Cyrl,Step1,"{'tur_Latn': 0.61, 'eng_Latn': 0.06, 'hin_Deva': 0.28}",0.8931095600128174,14,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0
tur_hin,"['tur_Latn', 'hin_Deva']",hun_Latn,Step1,"{'tur_Latn': 0.73, 'hun_Latn': 0.16}",0.9062012434005736,8,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0
tur_hin,"['tur_Latn', 'hin_Deva']",mhr_Cyrl,Step1,{'tur_Latn': 0.88},0.8659886121749878,12,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0
tur_hin,"['tur_Latn', 'hin_Deva']",fin_Latn,Step1,"{'tur_Latn': 0.66, 'fin_Latn': 0.26}",0.8964453935623169,4,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0
deu_Latn,['deu_Latn'],deu_Latn,Step50+sbeam8,{'deu_Latn': 0.99},0.9981898069381714,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
deu_Latn,['deu_Latn'],ydd_Hebr,Step1,{'deu_Latn': 0.87},0.8688660860061646,19,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
deu_Latn,['deu_Latn'],heb_Hebr,Step50+sbeam8,{'deu_Latn': 0.99},0.903339982032776,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
deu_Latn,['deu_Latn'],arb_Arab,Step50+sbeam8,{'deu_Latn': 0.95},0.8545173406600952,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
deu_Latn,['deu_Latn'],amh_Ethi,Step50+sbeam8,{'deu_Latn': 0.89},0.8445027470588684,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
